Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
1,11,1,2,8,1,4,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4
1,12,2,2,10,1,5,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4
1,13,3,0,10,0,5,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4
1,14,4,0,10,0,5,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4
1,15,5,2,12,1,6,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4
1,16,6,2,14,1,7,M_4,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_2
1,17,7,0,14,0,7,M_4,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_2
1,18,8,0,14,0,7,M_4,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_2
1,19,9,2,16,1,8,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
1,20,10,0,16,0,8,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,20,0,0,16,0,8,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,21,1,0,16,0,8,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,22,2,3,19,0,11,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,23,3,0,19,0,11,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_3,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,24,4,2,21,1,12,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_2
2,25,5,2,23,1,13,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_1
2,26,6,0,23,0,13,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_1
2,27,7,0,23,0,13,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_1
2,28,8,2,25,1,14,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4,M_1
2,29,9,0,25,0,14,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4,M_1
2,30,10,0,25,0,14,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4,M_1
3,30,0,0,25,0,14,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4,M_1
3,31,1,2,27,1,15,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_4,M_1
3,32,2,4,31,2,17,M_0,M_4,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,33,3,0,31,0,17,M_0,M_4,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,34,4,0,31,0,17,M_0,M_4,M_0,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,35,5,2,33,1,18,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,36,6,0,33,0,18,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,37,7,0,33,0,18,M_0,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_2,M_2
3,38,8,2,35,1,19,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_2,M_2
3,39,9,0,35,0,19,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_2,M_2
3,40,10,0,35,0,19,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_2,M_2
4,40,0,0,35,0,19,M_0,M_2,M_1,M_0,M_0,M_1,M_1,M_1,M_4,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_2,M_2
4,41,1,4,39,2,21,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_1
4,42,2,0,39,0,21,M_0,M_2,M_2,M_0,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_1
4,43,3,3,42,0,24,M_0,M_2,M_3,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_4,M_1
4,44,4,0,42,0,24,M_0,M_2,M_3,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_4,M_1
4,45,5,0,42,0,24,M_0,M_2,M_3,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_4,M_1
4,46,6,2,44,1,25,M_3,M_2,M_0,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_4,M_1
4,47,7,0,44,0,25,M_3,M_2,M_0,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_4,M_1
4,48,8,2,46,1,26,M_3,M_2,M_4,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_0,M_1
4,49,9,0,46,0,26,M_3,M_2,M_4,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_0,M_1
4,50,10,0,46,0,26,M_3,M_2,M_4,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_0,M_1
5,50,0,0,46,0,26,M_3,M_2,M_4,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_0,M_4,M_4,M_4,M_0,M_1
5,51,1,2,48,1,27,M_3,M_2,M_0,M_2,M_0,M_1,M_1,M_1,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_1
5,52,2,4,52,2,29,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,53,3,0,52,0,29,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,54,4,0,52,0,29,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,55,5,2,54,1,30,M_3,M_1,M_0,M_2,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,56,6,0,54,0,30,M_3,M_1,M_0,M_2,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,57,7,0,54,0,30,M_3,M_1,M_0,M_2,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,58,8,2,56,1,31,M_2,M_1,M_0,M_3,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,59,9,0,56,0,31,M_2,M_1,M_0,M_3,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
5,60,10,0,56,0,31,M_2,M_1,M_0,M_3,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
6,60,0,0,56,0,31,M_2,M_1,M_0,M_3,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
6,61,1,2,58,1,32,M_2,M_1,M_3,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_0,M_0
6,62,2,2,60,1,33,M_2,M_1,M_3,M_4,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_0,M_0,M_0
6,63,3,0,60,0,33,M_2,M_1,M_3,M_4,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_0,M_0,M_0
6,64,4,0,60,0,33,M_2,M_1,M_3,M_4,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_0,M_0,M_0
6,65,5,2,62,1,34,M_2,M_1,M_3,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
6,66,6,0,62,0,34,M_2,M_1,M_3,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
6,67,7,0,62,0,34,M_2,M_1,M_3,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
6,68,8,0,62,0,34,M_2,M_1,M_3,M_0,M_1,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
6,69,9,2,64,1,35,M_1,M_1,M_3,M_0,M_2,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
6,70,10,0,64,0,35,M_1,M_1,M_3,M_0,M_2,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,70,0,0,64,0,35,M_1,M_1,M_3,M_0,M_2,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,71,1,0,64,0,35,M_1,M_1,M_3,M_0,M_2,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,72,2,2,66,1,36,M_1,M_1,M_2,M_0,M_3,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,73,3,0,66,0,36,M_1,M_1,M_2,M_0,M_3,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,74,4,0,66,0,36,M_1,M_1,M_2,M_0,M_3,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
7,75,5,3,69,0,39,M_1,M_1,M_2,M_3,M_4,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_0
7,76,6,0,69,0,39,M_1,M_1,M_2,M_3,M_4,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_0
7,77,7,0,69,0,39,M_1,M_1,M_2,M_3,M_4,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_0
7,78,8,2,71,1,40,M_1,M_1,M_2,M_3,M_0,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_4
7,79,9,0,71,0,40,M_1,M_1,M_2,M_3,M_0,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_4
7,80,10,0,71,0,40,M_1,M_1,M_2,M_3,M_0,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_4
8,80,0,0,71,0,40,M_1,M_1,M_2,M_3,M_0,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0,M_4
8,81,1,2,73,1,41,M_1,M_1,M_2,M_3,M_0,M_1,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,82,2,2,75,1,42,M_1,M_1,M_1,M_3,M_0,M_2,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,83,3,0,75,0,42,M_1,M_1,M_1,M_3,M_0,M_2,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,84,4,0,75,0,42,M_1,M_1,M_1,M_3,M_0,M_2,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,85,5,2,77,1,43,M_1,M_1,M_1,M_2,M_0,M_3,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,86,6,0,77,0,43,M_1,M_1,M_1,M_2,M_0,M_3,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,87,7,0,77,0,43,M_1,M_1,M_1,M_2,M_0,M_3,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_0,M_0,M_0
8,88,8,2,79,1,44,M_1,M_1,M_1,M_2,M_0,M_4,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_3,M_0,M_0,M_0
8,89,9,0,79,0,44,M_1,M_1,M_1,M_2,M_0,M_4,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_3,M_0,M_0,M_0
8,90,10,0,79,0,44,M_1,M_1,M_1,M_2,M_0,M_4,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_3,M_0,M_0,M_0
9,90,0,0,79,0,44,M_1,M_1,M_1,M_2,M_0,M_4,M_1,M_2,M_2,M_2,M_3,M_3,M_3,M_4,M_4,M_4,M_3,M_0,M_0,M_0
9,91,1,4,83,0,48,M_1,M_1,M_1,M_3,M_0,M_4,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,92,2,2,85,1,49,M_1,M_1,M_1,M_3,M_4,M_0,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,93,3,0,85,0,49,M_1,M_1,M_1,M_3,M_4,M_0,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,94,4,0,85,0,49,M_1,M_1,M_1,M_3,M_4,M_0,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,95,5,0,85,0,49,M_1,M_1,M_1,M_3,M_4,M_0,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,96,6,0,85,0,49,M_1,M_1,M_1,M_3,M_4,M_0,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,97,7,2,87,1,50,M_1,M_1,M_1,M_2,M_4,M_0,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,98,8,0,87,0,50,M_1,M_1,M_1,M_2,M_4,M_0,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,99,9,0,87,0,50,M_1,M_1,M_1,M_2,M_4,M_0,M_3,M_2,M_2,M_2,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_0,M_0,M_0
9,100,10,2,89,1,51,M_1,M_1,M_1,M_2,M_4,M_0,M_3,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,100,0,0,89,0,51,M_1,M_1,M_1,M_2,M_4,M_0,M_3,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,101,1,3,92,0,54,M_1,M_1,M_1,M_2,M_1,M_0,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,102,2,0,92,0,54,M_1,M_1,M_1,M_2,M_1,M_0,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,103,3,0,92,0,54,M_1,M_1,M_1,M_2,M_1,M_0,M_4,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,104,4,2,94,1,55,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,105,5,0,94,0,55,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,106,6,0,94,0,55,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,107,7,0,94,0,55,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_0,M_0,M_0
10,108,8,2,96,1,56,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
10,109,9,0,96,0,56,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
10,110,10,0,96,0,56,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,110,0,0,96,0,56,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_3,M_2,M_2,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,111,1,2,98,1,57,M_1,M_1,M_1,M_2,M_1,M_4,M_0,M_2,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,112,2,2,100,1,58,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_4,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,113,3,0,100,0,58,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_4,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,114,4,0,100,0,58,M_1,M_1,M_1,M_2,M_1,M_2,M_0,M_4,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,115,5,2,102,1,59,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_2,M_3,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,116,6,2,104,1,60,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_3,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,117,7,0,104,0,60,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_3,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,118,8,0,104,0,60,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_3,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
11,119,9,0,104,0,60,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_3,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,119,0,0,104,0,60,M_1,M_1,M_1,M_2,M_1,M_2,M_4,M_0,M_3,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,120,1,2,106,1,61,M_1,M_1,M_1,M_3,M_1,M_2,M_4,M_0,M_2,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,121,2,0,106,0,61,M_1,M_1,M_1,M_3,M_1,M_2,M_4,M_0,M_2,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,122,3,2,108,1,62,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_0,M_4,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,123,4,0,108,0,62,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_0,M_4,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,124,5,0,108,0,62,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_0,M_4,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,125,6,2,110,1,63,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_4,M_0,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,126,7,0,110,0,63,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_4,M_0,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,127,8,0,110,0,63,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_4,M_0,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
12,128,9,0,110,0,63,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_4,M_0,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
13,128,0,0,110,0,63,M_1,M_1,M_1,M_3,M_1,M_2,M_2,M_4,M_0,M_3,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
13,129,1,2,112,1,64,M_1,M_1,M_1,M_3,M_1,M_2,M_3,M_4,M_0,M_2,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
13,130,2,0,112,0,64,M_1,M_1,M_1,M_3,M_1,M_2,M_3,M_4,M_0,M_2,M_3,M_3,M_2,M_2,M_4,M_4,M_4,M_0,M_0,M_0
13,131,3,4,116,2,66,M_1,M_1,M_1,M_2,M_1,M_2,M_3,M_2,M_0,M_4,M_3,M_3,M_3,M_2,M_4,M_4,M_4,M_0,M_0,M_0
