Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
1,14,4,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,15,5,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,16,6,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,17,7,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,18,8,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,19,9,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
1,20,10,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,20,0,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,21,1,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,22,2,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,23,3,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,24,4,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,25,5,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,26,6,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,27,7,0,4,0,2,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
2,28,8,2,6,1,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
2,29,9,0,6,0,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
2,30,10,0,6,0,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
3,30,0,0,6,0,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
3,31,1,0,6,0,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
3,32,2,0,6,0,3,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
3,33,3,2,8,1,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,34,4,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,35,5,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,36,6,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,37,7,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,38,8,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,39,9,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
3,40,10,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,40,0,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,41,1,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,42,2,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,43,3,0,8,0,4,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,44,4,2,10,1,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,45,5,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,46,6,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,47,7,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,48,8,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,49,9,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
4,50,10,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,50,0,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,51,1,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,52,2,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,53,3,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,54,4,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,55,5,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,56,6,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,57,7,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,58,8,0,10,0,5,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,59,9,2,12,1,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
5,60,10,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,60,0,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,61,1,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,62,2,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,63,3,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,64,4,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,65,5,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,66,6,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,67,7,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,68,8,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,69,9,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
6,70,10,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,70,0,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,71,1,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,72,2,0,12,0,6,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,73,3,2,14,1,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,74,4,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,75,5,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,76,6,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,77,7,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,78,8,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,79,9,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
7,80,10,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,80,0,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,81,1,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,82,2,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,83,3,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,84,4,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,85,5,0,14,0,7,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,86,6,2,16,1,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,87,7,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,88,8,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,89,9,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
8,90,10,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,90,0,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,91,1,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,92,2,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,93,3,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,94,4,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,95,5,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,96,6,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,97,7,0,16,0,8,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
9,98,8,2,18,1,9,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
9,99,9,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
9,100,10,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
10,100,0,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
10,101,1,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_1,M_1
10,102,2,2,20,1,10,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,103,3,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,104,4,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,105,5,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,106,6,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,107,7,2,22,1,11,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,108,8,0,22,0,11,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,109,9,0,22,0,11,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
10,110,10,0,22,0,11,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,110,0,0,22,0,11,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,111,1,2,24,1,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,112,2,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,113,3,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,114,4,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,115,5,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,116,6,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,117,7,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,118,8,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
11,119,9,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,119,0,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,120,1,0,24,0,12,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,121,2,2,26,1,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,122,3,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,123,4,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,124,5,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,125,6,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,126,7,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,127,8,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
12,128,9,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
13,128,0,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
13,129,1,0,26,0,13,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
13,130,2,2,28,1,14,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
13,131,3,0,28,0,14,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1
